nhgis0003_ds215_20155_2015_zcta,,
GISJOIN,NAME_E,ADNKE001
GIS Join Match Code,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2015 inflation-adjusted dollars)
G21090,21090,88016
G21093,21093,87110
G21102,21102,83263
G21104,21104,125547
G21105,21105,
G21108,21108,108622
G21111,21111,110786
G21113,21113,93638
G21114,21114,110267
G21117,21117,75369
G21120,21120,104085
G21122,21122,90513
G21128,21128,84503
G21130,21130,53393
G21131,21131,129708
G21132,21132,111250
G21133,21133,73043
G21136,21136,73468
G21140,21140,120125
G21144,21144,93446
G21146,21146,127100
G21152,21152,97361
G21153,21153,215500
G21154,21154,76382
G21155,21155,74708
G21156,21156,58750
G21157,21157,71066
G21158,21158,81539
G21160,21160,73523
G21161,21161,97700
G21162,21162,94107
G21163,21163,120357
G21201,21201,30853
G21202,21202,31638
G21204,21204,77535
G21205,21205,24187
G21206,21206,48495
G21207,21207,52253
G21208,21208,66342
G21209,21209,73577
G21210,21210,83051
G21211,21211,57572
G21212,21212,65450
G21213,21213,32317
G21214,21214,63412
G21215,21215,34885
G21216,21216,33857
G21217,21217,27382
G21218,21218,37959
G21219,21219,63922
G21220,21220,57646
G21221,21221,49625
G21222,21222,49283
G21223,21223,26342
G21224,21224,56997
G21225,21225,37992
G21226,21226,65625
G21227,21227,60927
G21228,21228,79267
G21229,21229,44485
G21230,21230,67132
G21231,21231,57071
G21234,21234,57788
G21236,21236,71817
G21237,21237,59405
G21239,21239,50809
G21240,21240,
G21244,21244,61646
G21250,21250,
G21251,21251,
G21252,21252,
G21286,21286,68308
G21401,21401,86667
G21402,21402,93558
G21403,21403,85355
G21405,21405,
G21409,21409,107517
G21502,21502,38223
G21520,21520,50727
G21521,21521,42073
G21522,21522,83594
G21523,21523,45625
G21524,21524,38657
G21529,21529,41731
G21530,21530,36422
G21531,21531,41591
G21532,21532,42727
G21536,21536,46902
G21538,21538,39083
G21539,21539,49549
G21540,21540,34375
G21541,21541,42200
G21542,21542,36806
G21543,21543,53419
G21545,21545,49340
G21550,21550,40153
G21555,21555,42955
G21557,21557,42113
G21561,21561,62652
G21562,21562,49329
G21601,21601,54475
G21607,21607,98125
G21610,21610,43214
G21612,21612,51938
G21613,21613,42773
G21617,21617,98594
G21619,21619,88594
G21620,21620,57460
G21622,21622,53056
G21623,21623,64815
G21624,21624,67083
G21625,21625,52679
G21626,21626,52656
G21627,21627,
G21628,21628,60592
G21629,21629,55064
G21631,21631,64029
G21632,21632,44022
G21634,21634,89688
G21635,21635,63906
G21636,21636,77533
G21638,21638,88393
G21639,21639,55652
G21640,21640,51174
G21641,21641,63750
G21643,21643,52966
G21644,21644,
G21645,21645,72619
G21647,21647,63958
G21648,21648,43750
G21649,21649,41563
G21650,21650,
G21651,21651,59212
G21652,21652,125417
G21653,21653,103000
G21654,21654,64213
G21655,21655,60313
G21657,21657,70089
G21658,21658,105057
G21659,21659,60694
G21660,21660,59861
G21661,21661,46360
G21662,21662,66071
G21663,21663,71201
G21664,21664,47750
G21665,21665,62132
G21666,21666,97161
G21667,21667,
G21668,21668,61641
G21669,21669,56042
G21671,21671,68462
G21672,21672,28750
G21673,21673,61420
G21675,21675,37667
G21676,21676,49063
G21677,21677,85833
G21678,21678,66713
G21679,21679,88491
G21701,21701,71393
G21702,21702,70783
G21703,21703,73901
G21704,21704,119457
G21705,21705,
G21710,21710,115389
G21711,21711,62917
G21713,21713,65918
G21714,21714,
G21716,21716,59054
G21717,21717,
G21718,21718,72188
G21719,21719,47188
G21722,21722,58417
G21723,21723,124306
G21727,21727,61293
G21733,21733,86250
G21734,21734,52969
G21737,21737,173529
G21738,21738,200566
G21740,21740,45469
G21742,21742,66337
G21746,21746,
G21750,21750,43092
G21754,21754,126528
G21755,21755,97250
G21756,21756,86625
G21757,21757,75771
G21758,21758,82548
G21762,21762,138973
G21766,21766,28828
G21767,21767,28542
G21769,21769,109351
G21770,21770,118917
G21771,21771,113502
G21773,21773,91007
G21774,21774,113618
G21776,21776,79444
G21777,21777,100500
G21778,21778,97778
G21779,21779,116161
G21780,21780,63405
G21781,21781,
G21782,21782,61399
G21783,21783,74522
G21784,21784,103880
G21787,21787,77835
G21788,21788,71806
G21790,21790,
G21791,21791,77596
G21793,21793,81480
G21794,21794,173603
G21795,21795,57028
G21797,21797,127596
G21798,21798,84167
G21801,21801,51416
G21802,21802,
G21804,21804,47989
G21810,21810,
G21811,21811,64124
G21813,21813,87109
G21814,21814,25266
G21817,21817,31790
G21821,21821,35469
G21822,21822,45851
G21824,21824,26875
G21826,21826,65983
G21829,21829,59519
G21830,21830,66630
G21835,21835,76283
G21837,21837,63125
G21838,21838,66176
G21840,21840,59779
G21841,21841,60602
G21842,21842,52647
G21849,21849,54184
G21850,21850,56518
G21851,21851,41306
G21853,21853,32069
G21856,21856,51100
G21861,21861,52159
G21862,21862,49403
G21863,21863,45446
G21864,21864,63321
G21865,21865,88869
G21866,21866,
G21867,21867,
G21869,21869,64063
G21871,21871,41250
G21872,21872,61029
G21874,21874,59655
G21875,21875,52003
G21890,21890,
G21901,21901,69196
G21902,21902,
G21903,21903,62870
G21904,21904,72404
G21911,21911,72434
G21912,21912,72161
G21913,21913,34792
G21914,21914,53542
G21915,21915,63438
G21916,21916,
G21917,21917,91250
G21918,21918,81500
G21919,21919,50424
G21920,21920,33533
G21921,21921,62011
G21930,21930,69821
G22003,22003,95698
G22015,22015,120770
G22025,22025,113800
G22026,22026,84800
G22027,22027,184946
G22030,22030,104677
G22031,22031,104877
G22032,22032,140253
G22033,22033,107360
G22035,22035,
G22039,22039,201563
G22041,22041,69272
G22042,22042,98807
G22043,22043,108433
G22044,22044,76650
G22046,22046,127321
G22060,22060,76753
G22066,22066,226386
G22079,22079,107678
G22101,22101,179743
G22102,22102,114457
G22124,22124,154016
G22125,22125,102105
G22134,22134,58526
G22150,22150,87757
G22151,22151,107073
G22152,22152,115931
G22153,22153,132523
G22172,22172,66522
G22180,22180,136038
G22181,22181,139028
G22182,22182,169943
G22185,22185,
G22191,22191,82057
G22192,22192,96784
G22193,22193,91120
G22201,22201,115000
G22202,22202,107478
G22203,22203,95775
G22204,22204,79078
G22205,22205,162083
G22206,22206,102365
G22207,22207,167816
G22209,22209,100587
G22211,22211,25341
G22213,22213,159352
G22214,22214,
G22301,22301,125347
G22302,22302,99830
G22303,22303,87708
G22304,22304,76071
G22305,22305,83214
G22306,22306,67509
G22307,22307,114425
G22308,22308,169952
G22309,22309,80246
G22310,22310,113647
G22311,22311,61829
G22312,22312,75766
G22314,22314,121109
G22315,22315,129175
G22401,22401,51762
G22405,22405,86122
G22406,22406,91826
G22407,22407,78213
G22408,22408,82803
G22427,22427,44243
G22432,22432,46480
G22433,22433,83906
G22435,22435,45748
G22436,22436,45278
G22437,22437,50244
G22438,22438,86719
G22443,22443,48624
G22448,22448,56250
G22454,22454,50833
G22460,22460,48125
G22469,22469,32542
G22473,22473,54347
G22476,22476,49271
G22480,22480,62083
G22482,22482,39565
G22485,22485,81913
G22488,22488,43750
G22503,22503,50652
G22504,22504,78563
G22508,22508,76346
G22509,22509,
G22511,22511,52750
G22514,22514,53024
G22520,22520,59311
G22529,22529,29808
G22530,22530,
G22534,22534,56250
G22535,22535,50388
G22538,22538,106477
G22539,22539,54194
G22542,22542,71010
G22546,22546,63783
G22548,22548,
G22551,22551,69597
G22553,22553,93416
G22554,22554,105599
G22556,22556,101184
G22560,22560,39673
G22567,22567,50038
G22572,22572,46167
G22576,22576,57333
G22578,22578,55321
G22579,22579,
G22580,22580,51967
G22601,22601,45616
G22602,22602,75578
G22603,22603,59276
G22610,22610,56667
G22611,22611,68333
G22620,22620,87321
G22623,22623,61750
G22624,22624,54872
G22625,22625,87083
G22627,22627,65357
G22630,22630,58607
G22637,22637,61050
G22639,22639,98409
G22640,22640,54958
G22641,22641,26597
G22642,22642,83451
G22643,22643,80069
G22644,22644,55913
G22645,22645,75139
G22646,22646,66506
G22650,22650,61579
G22652,22652,65690
G22654,22654,80250
G22655,22655,69150
G22656,22656,76100
G22657,22657,55823
G22660,22660,50547
G22663,22663,60263
G22664,22664,43353
G22701,22701,60932
G22709,22709,34893
G22711,22711,
G22712,22712,80439
G22713,22713,76250
G22714,22714,74625
G22715,22715,60625
G22716,22716,62423
G22718,22718,68716
G22719,22719,37206
G22720,22720,95833
G22722,22722,
G22723,22723,
G22724,22724,101985
G22726,22726,41202
G22727,22727,43924
G22728,22728,89808
G22729,22729,53229
G22730,22730,
G22731,22731,
G22732,22732,
G22733,22733,84261
G22734,22734,66250
G22735,22735,73024
G22736,22736,86750
G22737,22737,64427
G22738,22738,36786
G22740,22740,47768
G22741,22741,65774
G22742,22742,70515
G22743,22743,111477
G22747,22747,54034
G22749,22749,50815
G22801,22801,41060
G22802,22802,45646
G22807,22807,
G22810,22810,44107
G22811,22811,53315
G22812,22812,55547
G22815,22815,50704
G22820,22820,33472
G22821,22821,55033
G22824,22824,52589
G22827,22827,46970
G22830,22830,52992
G22831,22831,63676
G22832,22832,51140
G22834,22834,44688
G22835,22835,44454
G22840,22840,72270
G22841,22841,56629
G22842,22842,45600
G22843,22843,49868
G22844,22844,44188
G22845,22845,
G22846,22846,76250
G22847,22847,64688
G22849,22849,45982
G22850,22850,59926
G22851,22851,39029
G22853,22853,45523
G22901,22901,61023
G22902,22902,56620
G22903,22903,52191
G22904,22904,
G22911,22911,76492
G22920,22920,58396
G22922,22922,44435
G22923,22923,72917
G22931,22931,
G22932,22932,73897
G22935,22935,38750
G22936,22936,109811
G22937,22937,43073
G22938,22938,68472
G22939,22939,64840
G22940,22940,46563
G22942,22942,53016
G22943,22943,
G22946,22946,79306
G22947,22947,77094
G22948,22948,
G22949,22949,23574
G22952,22952,49083
G22958,22958,70917
G22959,22959,70075
G22960,22960,47021
G22963,22963,65941
G22964,22964,54875
G22967,22967,57109
G22968,22968,73548
G22969,22969,60216
G22971,22971,40750
G22972,22972,
G22973,22973,51383
G22974,22974,80231
G22976,22976,36458
G22980,22980,48203
G22989,22989,
G23002,23002,54858
G23004,23004,43603
G23005,23005,55833
G23009,23009,70037
G23011,23011,55000
G23015,23015,76982
G23021,23021,85870
G23022,23022,62426
G23023,23023,
G23024,23024,50506
G23025,23025,71205
G23027,23027,34557
G23030,23030,50612
G23032,23032,48000
G23035,23035,47992
G23038,23038,30350
G23039,23039,68971
G23040,23040,42621
G23043,23043,47500
G23045,23045,
G23047,23047,77805
G23050,23050,57101
G23055,23055,63806
G23056,23056,46990
G23059,23059,106835
G23060,23060,79734
G23061,23061,67428
G23062,23062,49092
G23063,23063,61829
G23064,23064,
G23065,23065,63942
G23066,23066,57885
G23068,23068,63500
G23069,23069,70083
G23070,23070,101354
G23071,23071,89583
G23072,23072,55390
G23075,23075,40092
G23076,23076,90792
G23079,23079,81500
G23083,23083,53382
G23084,23084,56042
G23085,23085,39365
G23086,23086,57829
G23089,23089,57331
G23091,23091,80722
G23092,23092,70774
G23093,23093,56848
G23102,23102,93221
G23103,23103,102476
G23106,23106,36389
G23108,23108,75417
G23109,23109,70380
G23110,23110,51406
G23111,23111,72879
G23112,23112,82771
G23113,23113,107500
G23114,23114,89970
G23115,23115,33942
G23116,23116,97277
G23117,23117,64357
G23119,23119,78672
G23120,23120,130331
G23123,23123,38125
G23124,23124,69858
G23125,23125,22639
G23126,23126,53287
G23128,23128,66378
G23129,23129,111643
G23130,23130,
G23138,23138,
G23139,23139,75476
G23140,23140,69428
G23141,23141,77982
G23146,23146,89138
G23148,23148,54688
G23149,23149,48859
G23150,23150,57873
G23153,23153,75833
G23156,23156,44098
G23160,23160,
G23161,23161,58646
G23163,23163,
G23168,23168,87074
G23169,23169,52031
G23173,23173,
G23175,23175,36989
G23176,23176,43125
G23177,23177,55714
G23180,23180,49904
G23181,23181,63008
G23185,23185,70928
G23187,23187,
G23188,23188,70000
G23192,23192,88875
G23219,23219,19838
G23220,23220,36628
G23221,23221,60454
G23222,23222,35314
G23223,23223,36855
G23224,23224,32496
G23225,23225,41588
G23226,23226,80354
G23227,23227,47407
G23228,23228,46293
G23229,23229,73966
G23230,23230,50581
G23231,23231,51445
G23233,23233,98553
G23234,23234,45798
G23235,23235,70128
G23236,23236,70649
G23237,23237,51382
G23238,23238,65682
G23250,23250,
G23294,23294,53420
G23301,23301,31453
G23302,23302,
G23303,23303,49340
G23304,23304,
G23306,23306,67500
G23307,23307,30833
G23308,23308,35256
G23310,23310,35318
G23313,23313,65132
G23314,23314,79479
G23315,23315,62625
G23316,23316,
G23320,23320,65404
G23321,23321,68585
G23322,23322,92662
G23323,23323,71124
G23324,23324,38758
G23325,23325,54973
G23336,23336,47438
G23337,23337,39706
G23347,23347,29336
G23350,23350,26611
G23354,23354,
G23356,23356,50833
G23357,23357,47250
G23358,23358,
G23359,23359,37076
G23389,23389,
G23395,23395,
G23398,23398,
G23401,23401,
G23405,23405,45288
G23407,23407,
G23408,23408,
G23409,23409,
G23410,23410,41157
G23413,23413,47000
G23414,23414,
G23415,23415,44750
G23416,23416,
G23417,23417,35395
G23418,23418,54886
G23420,23420,31791
G23421,23421,40313
G23422,23422,21732
G23423,23423,59286
G23426,23426,33977
G23427,23427,32917
G23430,23430,67274
G23432,23432,77750
G23433,23433,78558
G23434,23434,53323
G23435,23435,84265
G23436,23436,110909
G23437,23437,60395
G23438,23438,64924
G23440,23440,39231
G23441,23441,
G23442,23442,33409
G23451,23451,62227
G23452,23452,61997
G23453,23453,64244
G23454,23454,63542
G23455,23455,66017
G23456,23456,93745
G23457,23457,77008
G23459,23459,43472
G23460,23460,
G23461,23461,
G23462,23462,59276
G23464,23464,71376
G23480,23480,30260
G23486,23486,59934
G23487,23487,52778
G23488,23488,
G23502,23502,47011
G23503,23503,47422
G23504,23504,27495
G23505,23505,40673
G23507,23507,65344
G23508,23508,51736
G23509,23509,43835
G23510,23510,53056
G23511,23511,87685
G23513,23513,42544
G23517,23517,41632
G23518,23518,53559
G23523,23523,26240
G23551,23551,
G23601,23601,50172
G23602,23602,60608
G23603,23603,53616
G23604,23604,49750
G23605,23605,40189
G23606,23606,54840
G23607,23607,28430
G23608,23608,51529
G23651,23651,110833
G23661,23661,41517
G23662,23662,83780
G23663,23663,41175
G23664,23664,58750
G23665,23665,52737
G23666,23666,53464
G23669,23669,46808
G23690,23690,44577
G23691,23691,76346
G23692,23692,82888
G23693,23693,98195
G23696,23696,85395
G23701,23701,48150
G23702,23702,34877
G23703,23703,60285
G23704,23704,33019
G23707,23707,38870
G23708,23708,
G23709,23709,
G23801,23801,58769
G23803,23803,37817
G23805,23805,44722
G23806,23806,
G23821,23821,39545
G23824,23824,36027
G23827,23827,31406
G23828,23828,56250
G23829,23829,62434
G23830,23830,77865
G23831,23831,68227
G23832,23832,80724
G23833,23833,56353
G23834,23834,54726
G23836,23836,83432
G23837,23837,50089
G23838,23838,100567
G23839,23839,52250
G23840,23840,49669
G23841,23841,52720
G23842,23842,68287
G23843,23843,33000
G23844,23844,38413
G23845,23845,36774
G23846,23846,66696
G23847,23847,30417
G23850,23850,69866
G23851,23851,38025
G23856,23856,45066
G23857,23857,37321
G23860,23860,43149
G23866,23866,53214
G23867,23867,40614
G23868,23868,31050
G23872,23872,40482
G23874,23874,39231
G23875,23875,60284
G23876,23876,58750
G23878,23878,63365
G23879,23879,53077
G23881,23881,40156
G23882,23882,45260
G23883,23883,57642
G23884,23884,67045
G23885,23885,53209
G23887,23887,48786
G23888,23888,39438
G23889,23889,26042
G23890,23890,41685
G23891,23891,
G23893,23893,30714
G23894,23894,84583
G23897,23897,50417
G23898,23898,63309
G23899,23899,36250
G23901,23901,39895
G23909,23909,
G23915,23915,53375
G23917,23917,35341
G23919,23919,32350
G23920,23920,36887
G23921,23921,34929
G23922,23922,36436
G23923,23923,36707
G23924,23924,33413
G23927,23927,42800
G23930,23930,42667
G23934,23934,44018
G23936,23936,39946
G23937,23937,25339
G23938,23938,36389
G23942,23942,31641
G23943,23943,111250
G23944,23944,32355
G23947,23947,35747
G23950,23950,38594
G23952,23952,
G23954,23954,53533
G23958,23958,39872
G23959,23959,44833
G23960,23960,50167
G23962,23962,15329
G23963,23963,
G23964,23964,37500
G23966,23966,44141
G23967,23967,45066
G23968,23968,32566
G23970,23970,39215
G23974,23974,39559
G23976,23976,36193
G24011,24011,76630
G24012,24012,44063
G24013,24013,28770
G24014,24014,49149
G24015,24015,51385
G24016,24016,26673
G24017,24017,35121
G24018,24018,64713
G24019,24019,62358
G24020,24020,
G24053,24053,29958
G24054,24054,34596
G24055,24055,32805
G24058,24058,65461
G24059,24059,52500
G24060,24060,40135
G24064,24064,59523
G24065,24065,58713
G24066,24066,50810
G24067,24067,36786
G24069,24069,35230
G24070,24070,62154
G24072,24072,56250
G24073,24073,53617
G24076,24076,
G24077,24077,48750
G24078,24078,36007
G24079,24079,47253
G24082,24082,36250
G24083,24083,80471
G24084,24084,51341
G24085,24085,49113
G24086,24086,23750
G24087,24087,33281
G24088,24088,37631
G24089,24089,32288
G24090,24090,64414
G24091,24091,50525
G24092,24092,41047
G24093,24093,55714
G24095,24095,55337
G24101,24101,65233
G24102,24102,42539
G24104,24104,57224
G24105,24105,39038
G24112,24112,32437
G24120,24120,27500
G24121,24121,56306
G24122,24122,51722
G24124,24124,49914
G24127,24127,43594
G24128,24128,44239
G24130,24130,
G24131,24131,
G24132,24132,15156
G24133,24133,36435
G24134,24134,46347
G24136,24136,46711
G24137,24137,55625
G24138,24138,59702
G24139,24139,38462
G24141,24141,40319
G24142,24142,
G24147,24147,46827
G24148,24148,39320
G24149,24149,60772
G24150,24150,35964
G24151,24151,38359
G24153,24153,53145
G24161,24161,52143
G24162,24162,45145
G24165,24165,27043
G24167,24167,21818
G24168,24168,73633
G24171,24171,34637
G24174,24174,42125
G24175,24175,60197
G24176,24176,61058
G24179,24179,50174
G24184,24184,52536
G24185,24185,53429
G24201,24201,35378
G24202,24202,42221
G24210,24210,42417
G24211,24211,52769
G24216,24216,30052
G24217,24217,
G24219,24219,40704
G24220,24220,34659
G24221,24221,43291
G24224,24224,33137
G24225,24225,29118
G24226,24226,37652
G24228,24228,33958
G24230,24230,30741
G24236,24236,33542
G24237,24237,24833
G24239,24239,
G24243,24243,40833
G24244,24244,31489
G24245,24245,24708
G24246,24246,21581
G24248,24248,25536
G24250,24250,48750
G24251,24251,39345
G24256,24256,28578
G24258,24258,39196
G24260,24260,31287
G24263,24263,37273
G24265,24265,17981
G24266,24266,39589
G24269,24269,25000
G24270,24270,30216
G24271,24271,38523
G24272,24272,21058
G24273,24273,35596
G24277,24277,26896
G24279,24279,37601
G24280,24280,44500
G24281,24281,24288
G24282,24282,22220
G24283,24283,40050
G24290,24290,32768
G24292,24292,36458
G24293,24293,44200
G24301,24301,40762
G24311,24311,30667
G24312,24312,34063
G24313,24313,25071
G24314,24314,57829
G24315,24315,39688
G24316,24316,
G24317,24317,30642
G24318,24318,58824
G24319,24319,43449
G24322,24322,43077
G24323,24323,33681
G24324,24324,55683
G24325,24325,36818
G24326,24326,34063
G24328,24328,45739
G24330,24330,26215
G24333,24333,31308
G24340,24340,41250
G24343,24343,33670
G24347,24347,49659
G24348,24348,31358
G24350,24350,35665
G24351,24351,23299
G24352,24352,40357
G24354,24354,37515
G24360,24360,46832
G24361,24361,38676
G24363,24363,29271
G24366,24366,45698
G24368,24368,48015
G24370,24370,28628
G24374,24374,41722
G24375,24375,40100
G24377,24377,54688
G24378,24378,32965
G24380,24380,42292
G24381,24381,45778
G24382,24382,37885
G24401,24401,43635
G24411,24411,
G24412,24412,
G24413,24413,42292
G24415,24415,
G24416,24416,30281
G24421,24421,58708
G24422,24422,39007
G24426,24426,42742
G24430,24430,31481
G24431,24431,52854
G24432,24432,55000
G24433,24433,
G24435,24435,68191
G24437,24437,70250
G24439,24439,28348
G24440,24440,51563
G24441,24441,46936
G24442,24442,38056
G24445,24445,42964
G24448,24448,29038
G24450,24450,46516
G24457,24457,
G24458,24458,40217
G24459,24459,53083
G24460,24460,50066
G24464,24464,44327
G24465,24465,48929
G24467,24467,71917
G24471,24471,54271
G24472,24472,52216
G24473,24473,34013
G24474,24474,45357
G24476,24476,
G24477,24477,52018
G24479,24479,59659
G24482,24482,48333
G24483,24483,51144
G24484,24484,36825
G24485,24485,55625
G24486,24486,59911
G24487,24487,
G24501,24501,30606
G24502,24502,46008
G24503,24503,65472
G24504,24504,31399
G24517,24517,36460
G24520,24520,33125
G24521,24521,48262
G24522,24522,47695
G24523,24523,46250
G24526,24526,58029
G24527,24527,53295
G24528,24528,36033
G24529,24529,32061
G24530,24530,42042
G24531,24531,41266
G24534,24534,26964
G24536,24536,68693
G24538,24538,56932
G24539,24539,30500
G24540,24540,39753
G24541,24541,33101
G24549,24549,45089
G24550,24550,52206
G24551,24551,72354
G24553,24553,32212
G24554,24554,40550
G24555,24555,47520
G24556,24556,62788
G24557,24557,33886
G24558,24558,44263
G24562,24562,49766
G24563,24563,39569
G24565,24565,39400
G24566,24566,39572
G24569,24569,30968
G24570,24570,
G24571,24571,44821
G24572,24572,42888
G24574,24574,57714
G24577,24577,30776
G24578,24578,44583
G24579,24579,47750
G24580,24580,59094
G24581,24581,
G24586,24586,41733
G24588,24588,47837
G24589,24589,38150
G24590,24590,50545
G24592,24592,33992
G24593,24593,55333
G24594,24594,30386
G24595,24595,53750
G24597,24597,35313
G24598,24598,35069
G24599,24599,31008
G24601,24601,
G24602,24602,33445
G24603,24603,21750
G24604,24604,25426
G24605,24605,42141
G24606,24606,
G24607,24607,21964
G24609,24609,35068
G24612,24612,
G24613,24613,
G24614,24614,35023
G24620,24620,17264
G24622,24622,25667
G24628,24628,
G24630,24630,36005
G24631,24631,27870
G24634,24634,40313
G24635,24635,30250
G24637,24637,48611
G24639,24639,26860
G24641,24641,33160
G24646,24646,48295
G24649,24649,29554
G24651,24651,40139
G24656,24656,36444
G24657,24657,33625
G24701,24701,32448
G24712,24712,41339
G24714,24714,16694
G24715,24715,27500
G24716,24716,
G24719,24719,
G24724,24724,
G24726,24726,52978
G24729,24729,
G24731,24731,44417
G24733,24733,21490
G24736,24736,33125
G24737,24737,
G24738,24738,33831
G24740,24740,39147
G24747,24747,31435
G24801,24801,29209
G24808,24808,30469
G24811,24811,25455
G24813,24813,23618
G24815,24815,26076
G24816,24816,35833
G24817,24817,18514
G24818,24818,16616
G24822,24822,53333
G24823,24823,29271
G24826,24826,25714
G24827,24827,48672
G24828,24828,19712
G24830,24830,
G24831,24831,23125
G24834,24834,50893
G24836,24836,32105
G24839,24839,30057
G24843,24843,
G24844,24844,26429
G24845,24845,39018
G24846,24846,
G24847,24847,13750
G24848,24848,13403
G24849,24849,44716
G24850,24850,25318
G24851,24851,28009
G24853,24853,37955
G24854,24854,
G24857,24857,40208
G24860,24860,21964
G24861,24861,
G24862,24862,25347
G24866,24866,16473
G24867,24867,
G24868,24868,37386
G24869,24869,14261
G24870,24870,30969
G24871,24871,25179
G24872,24872,15513
G24873,24873,30000
G24874,24874,35517
G24878,24878,23550
G24879,24879,19178
G24880,24880,24111
G24881,24881,31833
G24882,24882,28654
G24884,24884,41042
G24887,24887,
G24888,24888,
G24892,24892,21940
G24894,24894,24005
G24898,24898,
G24901,24901,45608
G24910,24910,33797
G24915,24915,29761
G24916,24916,48485
G24918,24918,42837
G24920,24920,
G24924,24924,47222
G24925,24925,51771
G24927,24927,25909
G24931,24931,40804
G24934,24934,31932
G24935,24935,41500
G24938,24938,49323
G24941,24941,38942
G24944,24944,50714
G24945,24945,44583
G24946,24946,38750
G24951,24951,43958
G24954,24954,36815
G24957,24957,92179
G24962,24962,
G24963,24963,37007
G24966,24966,24244
G24970,24970,33156
G24974,24974,40703
G24976,24976,29813
G24977,24977,46375
G24981,24981,36447
G24983,24983,36731
G24984,24984,35107
G24986,24986,39244
G24991,24991,52727
G25002,25002,
G25003,25003,32649
G25005,25005,
G25007,25007,38958
G25008,25008,
G25009,25009,56971
G25011,25011,68016
G25015,25015,39938
G25019,25019,26250
G25021,25021,
G25022,25022,
G25024,25024,45521
G25025,25025,80294
G25028,25028,36078
G25030,25030,38529
G25031,25031,43417
G25033,25033,41985
G25035,25035,29353
G25036,25036,40708
G25039,25039,45357
G25040,25040,44097
G25043,25043,25400
G25044,25044,
G25045,25045,38588
G25047,25047,23103
G25048,25048,
G25049,25049,45952
G25051,25051,
G25053,25053,36389
G25054,25054,38314
G25057,25057,45900
G25059,25059,47625
G25060,25060,51023
G25061,25061,58489
G25062,25062,33869
G25063,25063,30725
G25064,25064,40964
G25067,25067,50417
G25070,25070,51207
G25071,25071,47546
G25075,25075,38438
G25076,25076,
G25081,25081,96473
G25082,25082,45750
G25083,25083,41063
G25085,25085,36719
G25086,25086,41023
G25088,25088,12195
G25090,25090,
G25093,25093,
G25102,25102,35250
G25103,25103,
G25106,25106,19792
G25107,25107,49609
G25108,25108,53971
G25109,25109,
G25110,25110,40263
G25111,25111,34524
G25112,25112,
G25113,25113,49457
G25114,25114,35694
G25115,25115,
G25118,25118,36711
G25119,25119,42679
G25121,25121,
G25123,25123,41797
G25124,25124,54500
G25125,25125,32604
G25126,25126,69135
G25130,25130,45027
G25132,25132,26250
G25133,25133,16992
G25134,25134,48802
G25136,25136,27647
G25139,25139,38378
G25140,25140,32188
G25141,25141,23333
G25142,25142,39405
G25143,25143,44382
G25148,25148,41071
G25149,25149,34271
G25152,25152,29423
G25154,25154,25648
G25156,25156,25577
G25159,25159,49505
G25160,25160,
G25161,25161,57917
G25162,25162,48889
G25164,25164,31287
G25165,25165,40139
G25168,25168,39657
G25169,25169,40313
G25173,25173,29107
G25174,25174,51181
G25177,25177,42926
G25180,25180,
G25181,25181,36530
G25183,25183,
G25185,25185,
G25186,25186,27639
G25187,25187,47063
G25193,25193,42750
G25201,25201,
G25202,25202,55063
G25203,25203,
G25204,25204,30417
G25205,25205,32301
G25206,25206,
G25208,25208,45625
G25209,25209,25250
G25211,25211,
G25213,25213,58190
G25214,25214,71563
G25234,25234,53826
G25235,25235,34258
G25239,25239,40096
G25241,25241,67617
G25243,25243,30313
G25244,25244,38750
G25245,25245,54318
G25247,25247,32625
G25248,25248,38981
G25251,25251,32917
G25252,25252,50028
G25253,25253,34972
G25259,25259,42083
G25260,25260,36433
G25261,25261,28382
G25262,25262,71094
G25264,25264,28500
G25265,25265,36712
G25266,25266,27500
G25267,25267,38194
G25268,25268,31397
G25270,25270,43958
G25271,25271,40275
G25275,25275,31269
G25276,25276,29905
G25285,25285,56375
G25286,25286,35966
G25287,25287,26786
G25301,25301,26350
G25302,25302,45896
G25303,25303,52233
G25304,25304,55000
G25305,25305,
G25306,25306,40464
G25309,25309,42361
G25311,25311,36171
G25312,25312,39354
G25313,25313,56989
G25314,25314,78456
G25315,25315,39236
G25320,25320,39203
G25401,25401,35000
G25403,25403,75544
G25404,25404,50138
G25405,25405,53822
G25411,25411,41077
G25413,25413,63038
G25414,25414,73963
G25419,25419,63356
G25420,25420,62857
G25422,25422,30071
G25425,25425,67593
G25427,25427,55324
G25428,25428,54969
G25430,25430,59676
G25431,25431,31338
G25432,25432,36333
G25434,25434,31651
G25437,25437,30291
G25438,25438,44732
G25442,25442,81500
G25443,25443,67888
G25444,25444,30326
G25446,25446,69306
G25501,25501,46676
G25502,25502,49688
G25503,25503,24886
G25504,25504,45934
G25505,25505,80395
G25506,25506,23494
G25507,25507,45333
G25508,25508,35898
G25510,25510,60192
G25511,25511,22212
G25512,25512,29429
G25514,25514,31742
G25515,25515,33333
G25517,25517,30665
G25520,25520,35536
G25521,25521,33603
G25523,25523,39904
G25524,25524,45096
G25526,25526,59119
G25529,25529,38864
G25530,25530,36149
G25534,25534,9346
G25535,25535,51750
G25537,25537,39844
