nhgis0003_ds215_20155_2015_zcta,,
GISJOIN,NAME_E,ADNKE001
GIS Join Match Code,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2015 inflation-adjusted dollars)
G58705,58705,
G58707,58707,
G58710,58710,59286
G58711,58711,69167
G58712,58712,
G58713,58713,58750
G58716,58716,42292
G58718,58718,67857
G58721,58721,60208
G58722,58722,85769
G58723,58723,38750
G58725,58725,47500
G58727,58727,
G58730,58730,55708
G58731,58731,70385
G58733,58733,78929
G58734,58734,72989
G58735,58735,53929
G58736,58736,42292
G58737,58737,59375
G58740,58740,67813
G58741,58741,54417
G58744,58744,68000
G58746,58746,57550
G58748,58748,88125
G58750,58750,71650
G58752,58752,88594
G58755,58755,
G58756,58756,55250
G58757,58757,43350
G58758,58758,61932
G58759,58759,59091
G58760,58760,38036
G58761,58761,64792
G58762,58762,70000
G58763,58763,57461
G58765,58765,53750
G58768,58768,81750
G58769,58769,45417
G58770,58770,63958
G58771,58771,75058
G58772,58772,57500
G58773,58773,52125
G58775,58775,48214
G58776,58776,
G58778,58778,85833
G58779,58779,51019
G58781,58781,71250
G58782,58782,55625
G58783,58783,55750
G58784,58784,68946
G58785,58785,83359
G58787,58787,72500
G58788,58788,64875
G58789,58789,40417
G58790,58790,53676
G58792,58792,70114
G58793,58793,54038
G58794,58794,41328
G58795,58795,82500
G58801,58801,91109
G58830,58830,82917
G58831,58831,78750
G58833,58833,
G58835,58835,106250
G58838,58838,58750
G58843,58843,74500
G58844,58844,50357
G58845,58845,50417
G58847,58847,109250
G58849,58849,69167
G58852,58852,62283
G58853,58853,37109
G58854,58854,82384
G58856,58856,86250
G59001,59001,44226
G59002,59002,33929
G59003,59003,40375
G59006,59006,46136
G59007,59007,51500
G59008,59008,40000
G59010,59010,49531
G59011,59011,48819
G59012,59012,45000
G59013,59013,117813
G59014,59014,55893
G59015,59015,57679
G59016,59016,40417
G59018,59018,43750
G59019,59019,55408
G59020,59020,31786
G59022,59022,43750
G59024,59024,50985
G59025,59025,41875
G59026,59026,44063
G59027,59027,38816
G59028,59028,54722
G59029,59029,45000
G59030,59030,49211
G59031,59031,
G59032,59032,30000
G59033,59033,56750
G59034,59034,43750
G59035,59035,29018
G59036,59036,31800
G59037,59037,63688
G59038,59038,39926
G59039,59039,
G59041,59041,46667
G59043,59043,30101
G59044,59044,56627
G59046,59046,36813
G59047,59047,43537
G59050,59050,41442
G59052,59052,63750
G59053,59053,46000
G59054,59054,31786
G59055,59055,
G59057,59057,56000
G59058,59058,103125
G59059,59059,45000
G59061,59061,64375
G59062,59062,176944
G59063,59063,68466
G59064,59064,43021
G59065,59065,44219
G59066,59066,34000
G59067,59067,65227
G59068,59068,44858
G59069,59069,50000
G59070,59070,61429
G59071,59071,
G59072,59072,39355
G59074,59074,47500
G59075,59075,28000
G59076,59076,43750
G59077,59077,63438
G59078,59078,31250
G59079,59079,60625
G59081,59081,
G59082,59082,
G59085,59085,32500
G59086,59086,48542
G59087,59087,43125
G59088,59088,54271
G59089,59089,43750
G59101,59101,42986
G59102,59102,51584
G59105,59105,60552
G59106,59106,77246
G59201,59201,36613
G59211,59211,75313
G59212,59212,61563
G59213,59213,26250
G59214,59214,48750
G59215,59215,39914
G59217,59217,83828
G59218,59218,64063
G59219,59219,63750
G59221,59221,54167
G59222,59222,50714
G59223,59223,62083
G59225,59225,38214
G59226,59226,44750
G59230,59230,52788
G59231,59231,28304
G59240,59240,43958
G59241,59241,39583
G59242,59242,
G59243,59243,74375
G59244,59244,53750
G59247,59247,51250
G59248,59248,47386
G59250,59250,32813
G59252,59252,25000
G59253,59253,47361
G59254,59254,49125
G59255,59255,22554
G59256,59256,
G59257,59257,
G59258,59258,72917
G59259,59259,49167
G59260,59260,74583
G59261,59261,42031
G59262,59262,64219
G59263,59263,48625
G59270,59270,66407
G59274,59274,37708
G59275,59275,37321
G59276,59276,
G59301,59301,49083
G59311,59311,43750
G59312,59312,
G59313,59313,53472
G59314,59314,81250
G59315,59315,46875
G59317,59317,45833
G59318,59318,35833
G59322,59322,
G59323,59323,82143
G59324,59324,43750
G59326,59326,38500
G59327,59327,51080
G59330,59330,55214
G59332,59332,51667
G59333,59333,55000
G59336,59336,56250
G59337,59337,38056
G59338,59338,40500
G59339,59339,42500
G59343,59343,32344
G59344,59344,47750
G59347,59347,42344
G59349,59349,45677
G59351,59351,39583
G59353,59353,38553
G59354,59354,80500
G59401,59401,36286
G59404,59404,56359
G59405,59405,42207
G59410,59410,45469
G59411,59411,20288
G59412,59412,52589
G59414,59414,24048
G59416,59416,61094
G59417,59417,25117
G59418,59418,61250
G59419,59419,52500
G59420,59420,86250
G59421,59421,47411
G59422,59422,39783
G59424,59424,75000
G59425,59425,42941
G59427,59427,39462
G59430,59430,47292
G59432,59432,37250
G59433,59433,46563
G59434,59434,29716
G59436,59436,51488
G59440,59440,
G59441,59441,
G59442,59442,39677
G59443,59443,39931
G59444,59444,26528
G59446,59446,33125
G59447,59447,37045
G59448,59448,24500
G59450,59450,56250
G59451,59451,33750
G59452,59452,48542
G59453,59453,46250
G59454,59454,29375
G59456,59456,
G59457,59457,40500
G59460,59460,30769
G59461,59461,
G59462,59462,53750
G59463,59463,53529
G59464,59464,44583
G59465,59465,46250
G59466,59466,36806
G59467,59467,57500
G59468,59468,59844
G59469,59469,39792
G59471,59471,49375
G59472,59472,46528
G59474,59474,46597
G59477,59477,44167
G59479,59479,43625
G59480,59480,63333
G59482,59482,53333
G59483,59483,63875
G59484,59484,83750
G59485,59485,81875
G59486,59486,44688
G59487,59487,47379
G59489,59489,38864
G59501,59501,45213
G59520,59520,43221
G59521,59521,31680
G59522,59522,46042
G59523,59523,45052
G59524,59524,30625
G59525,59525,
G59526,59526,30691
G59527,59527,27969
G59528,59528,41250
G59529,59529,53125
G59530,59530,48750
G59531,59531,47500
G59532,59532,37321
G59535,59535,40625
G59537,59537,
G59538,59538,34385
G59540,59540,52125
G59542,59542,32500
G59544,59544,76250
G59545,59545,35938
G59546,59546,23304
G59547,59547,40417
G59601,59601,50072
G59602,59602,66608
G59631,59631,32292
G59632,59632,39199
G59633,59633,68750
G59634,59634,87625
G59635,59635,61319
G59636,59636,
G59638,59638,84609
G59639,59639,33929
G59640,59640,51094
G59642,59642,25625
G59643,59643,41558
G59644,59644,47761
G59645,59645,41354
G59647,59647,
G59648,59648,49712
G59701,59701,36942
G59703,59703,97917
G59710,59710,62083
G59711,59711,40333
G59713,59713,38750
G59714,59714,59352
G59715,59715,50423
G59716,59716,71250
G59718,59718,56461
G59720,59720,54583
G59721,59721,55365
G59722,59722,39259
G59724,59724,29063
G59725,59725,41974
G59727,59727,54286
G59728,59728,56477
G59729,59729,50063
G59730,59730,62708
G59731,59731,37115
G59732,59732,33750
G59733,59733,36429
G59735,59735,44167
G59736,59736,46406
G59739,59739,37857
G59740,59740,
G59741,59741,60553
G59743,59743,40104
G59745,59745,27344
G59746,59746,56250
G59747,59747,47500
G59748,59748,58958
G59749,59749,43438
G59750,59750,58125
G59751,59751,30625
G59752,59752,57321
G59754,59754,49464
G59755,59755,28750
G59756,59756,
G59758,59758,39250
G59759,59759,48156
G59760,59760,38611
G59761,59761,45313
G59762,59762,47917
G59801,59801,35954
G59802,59802,37422
G59803,59803,67606
G59804,59804,56573
G59808,59808,54433
G59820,59820,42727
G59821,59821,45000
G59823,59823,42348
G59824,59824,39394
G59825,59825,50694
G59826,59826,43854
G59827,59827,37500
G59828,59828,36155
G59829,59829,38696
G59830,59830,
G59831,59831,24688
G59832,59832,41429
G59833,59833,63867
G59834,59834,68686
G59837,59837,38750
G59840,59840,35466
G59841,59841,34625
G59842,59842,
G59843,59843,35357
G59844,59844,41458
G59845,59845,25238
G59846,59846,52428
G59847,59847,60965
G59848,59848,30625
G59851,59851,31528
G59853,59853,37552
G59854,59854,44091
G59855,59855,20610
G59856,59856,33947
G59858,59858,50102
G59859,59859,35913
G59860,59860,37948
G59863,59863,20968
G59864,59864,38988
G59865,59865,32973
G59866,59866,27333
G59867,59867,
G59868,59868,41250
G59870,59870,43540
G59871,59871,53500
G59872,59872,39028
G59873,59873,31058
G59874,59874,40885
G59875,59875,37009
G59901,59901,46502
G59910,59910,46354
G59911,59911,53906
G59912,59912,47943
G59913,59913,52031
G59914,59914,45938
G59915,59915,27813
G59916,59916,48000
G59917,59917,37767
G59918,59918,39722
G59919,59919,
G59920,59920,45489
G59922,59922,56223
G59923,59923,35039
G59925,59925,49583
G59926,59926,29722
G59927,59927,47813
G59928,59928,53194
G59929,59929,29519
G59930,59930,40709
G59931,59931,53594
G59932,59932,57955
G59933,59933,
G59934,59934,35114
G59935,59935,33105
G59936,59936,50000
G59937,59937,50377
G60002,60002,74958
G60004,60004,83647
G60005,60005,72250
G60007,60007,68775
G60008,60008,61414
G60010,60010,124375
G60012,60012,119451
G60013,60013,94486
G60014,60014,83688
G60015,60015,131337
G60016,60016,60965
G60018,60018,56648
G60020,60020,55556
G60021,60021,97203
G60022,60022,183352
G60025,60025,84800
G60026,60026,101739
G60029,60029,161719
G60030,60030,78941
G60031,60031,84824
G60033,60033,53044
G60034,60034,58095
G60035,60035,122803
G60040,60040,50750
G60041,60041,61356
G60042,60042,68969
G60043,60043,203333
G60044,60044,103318
G60045,60045,159077
G60046,60046,82731
G60047,60047,127461
G60048,60048,121049
G60050,60050,62379
G60051,60051,74715
G60053,60053,75166
G60056,60056,69280
G60060,60060,78197
G60061,60061,93750
G60062,60062,104130
G60064,60064,32525
G60067,60067,88647
G60068,60068,90484
G60069,60069,94805
G60070,60070,61388
G60071,60071,52528
G60072,60072,84375
G60073,60073,64306
G60074,60074,62960
G60076,60076,71866
G60077,60077,56531
G60081,60081,84799
G60083,60083,90637
G60084,60084,74458
G60085,60085,40601
G60087,60087,52933
G60088,60088,59318
G60089,60089,100121
G60090,60090,56110
G60091,60091,131962
G60093,60093,156047
G60096,60096,78486
G60097,60097,67984
G60098,60098,60881
G60099,60099,51332
G60101,60101,55884
G60102,60102,95271
G60103,60103,100346
G60104,60104,49467
G60106,60106,61414
G60107,60107,75129
G60108,60108,75089
G60109,60109,60938
G60110,60110,57978
G60111,60111,74271
G60112,60112,66742
G60113,60113,45250
G60115,60115,38122
G60118,60118,76557
G60119,60119,96278
G60120,60120,53044
G60123,60123,55884
G60124,60124,93935
G60126,60126,95479
G60129,60129,73125
G60130,60130,51927
G60131,60131,56196
G60133,60133,67842
G60134,60134,104917
G60135,60135,56221
G60136,60136,110524
G60137,60137,93484
G60139,60139,59778
G60140,60140,76690
G60141,60141,
G60142,60142,72970
G60143,60143,76935
G60144,60144,63750
G60145,60145,79728
G60146,60146,59438
G60148,60148,71724
G60150,60150,60188
G60151,60151,70949
G60152,60152,70933
G60153,60153,42198
G60154,60154,71039
G60155,60155,52966
G60156,60156,84243
G60157,60157,86917
G60160,60160,45232
G60162,60162,50903
G60163,60163,63516
G60164,60164,57270
G60165,60165,36097
G60169,60169,70952
G60171,60171,46382
G60172,60172,78645
G60173,60173,71458
G60174,60174,81164
G60175,60175,122935
G60176,60176,49111
G60177,60177,88837
G60178,60178,65015
G60180,60180,55662
G60181,60181,68496
G60184,60184,137083
G60185,60185,72770
G60187,60187,90526
G60188,60188,75036
G60189,60189,88113
G60190,60190,95288
G60191,60191,62621
G60192,60192,116045
G60193,60193,77069
G60194,60194,71006
G60195,60195,73235
G60201,60201,68642
G60202,60202,70613
G60203,60203,98148
G60301,60301,62115
G60302,60302,76784
G60304,60304,87183
G60305,60305,99250
G60401,60401,60727
G60402,60402,56303
G60403,60403,50180
G60404,60404,92674
G60406,60406,37167
G60407,60407,57143
G60408,60408,60117
G60409,60409,38566
G60410,60410,86497
G60411,60411,41188
G60415,60415,45560
G60416,60416,67895
G60417,60417,66602
G60419,60419,45331
G60420,60420,61169
G60421,60421,70043
G60422,60422,90357
G60423,60423,96175
G60424,60424,57886
G60425,60425,54000
G60426,60426,23362
G60428,60428,34459
G60429,60429,51141
G60430,60430,69028
G60431,60431,81206
G60432,60432,36190
G60433,60433,45440
G60435,60435,51813
G60436,60436,47951
G60437,60437,38942
G60438,60438,48820
G60439,60439,88024
G60440,60440,67390
G60441,60441,72663
G60442,60442,80417
G60443,60443,70244
G60444,60444,71190
G60445,60445,58914
G60446,60446,69911
G60447,60447,78728
G60448,60448,97027
G60449,60449,77765
G60450,60450,62159
G60451,60451,96626
G60452,60452,68957
G60453,60453,56116
G60455,60455,50365
G60456,60456,45426
G60457,60457,58709
G60458,60458,48394
G60459,60459,53243
G60460,60460,58029
G60461,60461,95192
G60462,60462,80079
G60463,60463,78510
G60464,60464,75625
G60465,60465,55666
G60466,60466,44174
G60467,60467,90149
G60468,60468,78693
G60469,60469,47473
G60470,60470,63750
G60471,60471,52708
G60472,60472,23614
G60473,60473,66096
G60474,60474,62500
G60475,60475,44132
G60476,60476,45650
G60477,60477,66997
G60478,60478,54608
G60479,60479,91875
G60480,60480,72131
G60481,60481,59537
G60482,60482,54938
G60484,60484,45885
G60487,60487,91437
G60490,60490,108341
G60491,60491,90168
G60501,60501,43313
G60502,60502,107403
G60503,60503,107500
G60504,60504,69672
G60505,60505,43566
G60506,60506,57163
G60510,60510,92568
G60511,60511,78491
G60512,60512,62066
G60513,60513,74875
G60514,60514,99258
G60515,60515,81930
G60516,60516,84583
G60517,60517,76734
G60518,60518,48839
G60519,60519,
G60520,60520,62287
G60521,60521,156679
G60523,60523,92794
G60525,60525,76091
G60526,60526,74329
G60527,60527,77076
G60530,60530,50556
G60531,60531,61411
G60532,60532,72749
G60534,60534,44534
G60536,60536,65625
G60537,60537,63958
G60538,60538,71967
G60539,60539,
G60540,60540,102555
G60541,60541,79432
G60542,60542,79286
G60543,60543,95485
G60544,60544,66777
G60545,60545,54543
G60546,60546,71551
G60548,60548,58975
G60549,60549,
G60550,60550,51394
G60551,60551,61673
G60552,60552,72379
G60553,60553,63750
G60554,60554,109853
G60555,60555,77656
G60556,60556,67727
G60557,60557,
G60558,60558,141607
G60559,60559,59850
G60560,60560,89634
G60561,60561,81937
G60563,60563,80715
G60564,60564,141146
G60565,60565,119505
G60585,60585,123986
G60586,60586,89222
G60601,60601,102254
G60602,60602,57368
G60603,60603,122031
G60604,60604,151731
G60605,60605,87668
G60606,60606,106661
G60607,60607,85917
G60608,60608,36216
G60609,60609,32284
G60610,60610,75892
G60611,60611,87280
G60612,60612,35888
G60613,60613,72126
G60614,60614,92714
G60615,60615,41108
G60616,60616,42594
G60617,60617,37796
G60618,60618,57500
G60619,60619,32239
G60620,60620,32168
G60621,60621,19832
G60622,60622,75163
G60623,60623,28091
G60624,60624,22204
G60625,60625,56507
G60626,60626,36439
G60628,60628,36242
G60629,60629,40712
G60630,60630,62244
G60631,60631,76400
G60632,60632,38438
G60633,60633,47136
G60634,60634,56382
G60636,60636,27871
G60637,60637,26845
G60638,60638,62511
G60639,60639,38798
G60640,60640,47631
G60641,60641,51597
G60642,60642,79633
G60643,60643,59593
G60644,60644,26882
G60645,60645,47633
G60646,60646,73246
G60647,60647,56257
G60649,60649,26797
G60651,60651,32006
G60652,60652,61797
G60653,60653,25923
G60654,60654,90520
G60655,60655,87105
G60656,60656,57308
G60657,60657,79638
G60659,60659,48104
G60660,60660,41412
G60661,60661,98882
G60706,60706,52429
G60707,60707,54669
G60712,60712,94329
G60714,60714,51690
G60803,60803,52100
G60804,60804,41866
G60805,60805,64385
G60827,60827,31063
G60901,60901,40273
G60910,60910,47500
G60911,60911,63250
G60912,60912,35208
G60913,60913,60568
G60914,60914,63230
G60915,60915,51801
G60917,60917,70000
G60918,60918,50833
G60919,60919,45469
G60920,60920,42750
G60921,60921,31023
G60922,60922,56389
G60924,60924,49000
G60926,60926,26250
G60927,60927,59375
G60928,60928,50982
G60929,60929,51638
G60930,60930,60385
G60931,60931,44375
G60932,60932,98750
G60933,60933,53438
G60934,60934,52250
G60935,60935,62356
G60936,60936,44000
G60938,60938,48021
G60940,60940,72330
G60941,60941,67308
G60942,60942,42086
G60945,60945,40000
G60946,60946,67500
G60948,60948,72656
G60949,60949,48036
G60950,60950,61788
G60951,60951,67639
G60952,60952,43676
G60953,60953,47361
G60954,60954,58424
G60955,60955,46932
G60957,60957,51369
G60958,60958,26039
G60959,60959,54167
G60960,60960,47404
G60961,60961,56442
G60962,60962,47500
G60963,60963,50655
G60964,60964,55278
G60966,60966,35446
G60968,60968,81000
G60969,60969,111875
G60970,60970,40604
G60973,60973,46667
G60974,60974,39375
G61001,61001,57438
G61006,61006,55313
G61007,61007,63313
G61008,61008,56148
G61010,61010,71486
G61011,61011,96424
G61012,61012,54932
G61013,61013,55938
G61014,61014,55650
G61015,61015,47569
G61016,61016,66818
G61018,61018,65125
G61019,61019,59888
G61020,61020,63787
G61021,61021,54382
G61024,61024,62788
G61025,61025,62543
G61027,61027,
G61028,61028,46702
G61030,61030,53636
G61031,61031,49671
G61032,61032,40659
G61036,61036,58024
G61037,61037,96944
G61038,61038,73237
G61039,61039,50469
G61041,61041,47115
G61042,61042,47188
G61043,61043,47500
G61044,61044,70139
G61046,61046,56781
G61047,61047,55344
G61048,61048,55879
G61049,61049,50357
G61050,61050,46632
G61051,61051,52500
G61052,61052,58409
G61053,61053,46442
G61054,61054,41344
G61057,61057,61818
G61059,61059,
G61060,61060,49531
G61061,61061,50848
G61062,61062,59605
G61063,61063,60653
G61064,61064,50388
G61065,61065,56882
G61067,61067,48409
G61068,61068,47816
G61070,61070,58250
G61071,61071,41743
G61072,61072,72712
G61073,61073,80922
G61074,61074,40952
G61075,61075,53264
G61077,61077,
G61078,61078,41406
G61079,61079,55625
G61080,61080,63926
G61081,61081,47782
G61084,61084,72000
G61085,61085,41337
G61087,61087,44375
G61088,61088,79543
G61089,61089,61316
G61091,61091,67727
G61101,61101,30194
G61102,61102,34487
G61103,61103,37431
G61104,61104,26603
G61107,61107,54815
G61108,61108,46611
G61109,61109,43061
G61111,61111,50761
G61112,61112,
G61114,61114,68774
G61115,61115,54598
G61201,61201,41220
G61230,61230,47292
G61231,61231,48250
G61232,61232,66593
G61234,61234,54266
G61235,61235,47159
G61236,61236,46389
G61238,61238,59068
G61239,61239,29000
G61240,61240,75710
G61241,61241,59807
G61242,61242,67337
G61243,61243,52500
G61244,61244,45121
G61250,61250,61563
G61251,61251,72589
G61252,61252,56178
G61254,61254,65208
G61256,61256,68550
G61257,61257,55278
G61258,61258,34615
G61259,61259,64457
G61260,61260,51994
G61261,61261,52739
G61262,61262,51860
G61263,61263,48056
G61264,61264,49172
G61265,61265,49274
G61270,61270,50720
G61272,61272,57788
G61273,61273,64261
G61274,61274,72212
G61275,61275,70208
G61276,61276,31250
G61277,61277,50136
G61278,61278,75714
G61279,61279,59762
G61281,61281,64973
G61282,61282,44262
G61283,61283,50170
G61284,61284,76917
G61285,61285,52500
G61301,61301,41880
G61310,61310,49102
G61311,61311,55938
G61312,61312,56932
G61313,61313,51875
G61314,61314,43375
G61315,61315,45714
G61316,61316,62679
G61317,61317,51397
G61318,61318,52813
G61319,61319,62750
G61320,61320,53542
G61321,61321,62500
G61322,61322,38438
G61323,61323,36250
G61324,61324,
G61325,61325,62443
G61326,61326,47401
G61327,61327,64150
G61328,61328,
G61329,61329,58875
G61330,61330,62917
G61331,61331,
G61332,61332,46250
G61333,61333,57500
G61334,61334,55417
G61335,61335,74063
G61336,61336,63125
G61337,61337,34688
G61338,61338,29531
G61340,61340,51458
G61341,61341,47885
G61342,61342,49939
G61344,61344,36667
G61345,61345,57917
G61346,61346,51250
G61348,61348,53245
G61349,61349,60341
G61350,61350,51679
G61353,61353,52096
G61354,61354,46436
G61356,61356,50974
G61358,61358,44000
G61359,61359,51094
G61360,61360,62685
G61361,61361,41667
G61362,61362,45000
G61363,61363,39250
G61364,61364,44202
G61367,61367,41853
G61368,61368,44643
G61369,61369,45170
G61370,61370,53088
G61372,61372,48125
G61373,61373,60121
G61374,61374,62500
G61375,61375,54975
G61376,61376,55000
G61377,61377,48750
G61378,61378,40938
G61379,61379,50469
G61401,61401,35064
G61410,61410,37425
G61411,61411,46500
G61412,61412,55250
G61413,61413,50948
G61414,61414,48482
G61415,61415,51667
G61416,61416,30156
G61417,61417,46420
G61418,61418,48333
G61419,61419,47344
G61420,61420,55833
G61421,61421,49783
G61422,61422,35847
G61423,61423,71250
G61424,61424,80417
G61425,61425,57366
G61426,61426,67917
G61427,61427,50729
G61428,61428,63287
G61430,61430,54688
G61431,61431,39271
G61432,61432,55096
G61433,61433,
G61434,61434,41122
G61435,61435,58813
G61436,61436,46250
G61437,61437,56435
G61438,61438,61635
G61439,61439,48333
G61440,61440,63125
G61441,61441,53750
G61442,61442,35313
G61443,61443,39818
G61447,61447,61250
G61448,61448,51183
G61449,61449,34583
G61450,61450,38250
G61451,61451,77500
G61452,61452,50000
G61453,61453,50313
G61454,61454,46125
G61455,61455,37137
G61458,61458,63553
G61459,61459,43458
G61460,61460,43929
G61462,61462,39143
G61465,61465,57333
G61466,61466,64732
G61467,61467,61563
G61468,61468,42125
G61469,61469,39636
G61470,61470,42083
G61471,61471,55000
G61472,61472,65924
G61473,61473,44696
G61474,61474,43393
G61475,61475,69138
G61476,61476,57625
G61477,61477,35682
G61478,61478,54118
G61479,61479,48625
G61480,61480,42056
G61482,61482,46250
G61483,61483,51667
G61484,61484,47500
G61485,61485,52500
G61486,61486,50221
G61488,61488,49861
G61489,61489,50804
G61490,61490,61630
G61491,61491,48482
G61501,61501,40761
G61516,61516,59844
G61517,61517,79453
G61519,61519,51429
G61520,61520,43096
G61523,61523,57273
G61524,61524,49091
G61525,61525,106450
G61526,61526,101750
G61528,61528,81850
G61529,61529,65521
G61530,61530,56675
G61531,61531,54911
G61532,61532,39732
G61533,61533,53534
G61534,61534,52344
G61535,61535,100083
G61536,61536,63589
G61537,61537,49875
G61539,61539,42000
G61540,61540,56681
G61541,61541,32188
G61542,61542,51633
G61543,61543,29792
G61544,61544,42500
G61545,61545,56250
G61546,61546,58879
G61547,61547,90919
G61548,61548,80391
G61550,61550,72321
G61552,61552,35536
G61553,61553,36250
G61554,61554,50711
G61559,61559,58830
G61560,61560,68816
G61561,61561,57083
G61562,61562,
G61563,61563,41932
G61564,61564,47313
G61565,61565,59844
G61567,61567,40388
G61568,61568,68405
G61569,61569,62292
G61570,61570,53672
G61571,61571,69462
G61572,61572,55056
G61602,61602,20673
G61603,61603,30974
G61604,61604,40686
G61605,61605,21852
G61606,61606,36358
G61607,61607,58540
G61610,61610,42350
G61611,61611,54383
G61614,61614,60740
G61615,61615,65188
G61616,61616,47500
G61625,61625,
G61701,61701,42409
G61704,61704,84440
G61705,61705,99965
G61720,61720,55625
G61721,61721,58958
G61722,61722,50978
G61723,61723,51938
G61724,61724,53229
G61725,61725,64536
G61726,61726,56463
G61727,61727,54066
G61728,61728,68807
G61729,61729,67917
G61730,61730,60500
G61731,61731,107574
G61732,61732,77875
G61733,61733,66970
G61734,61734,54716
G61735,61735,52917
G61736,61736,80577
G61737,61737,57153
G61738,61738,58854
G61739,61739,48935
G61740,61740,55000
G61741,61741,55724
G61742,61742,88056
G61743,61743,64671
G61744,61744,70000
G61745,61745,80000
G61747,61747,65536
G61748,61748,78125
G61749,61749,52014
G61750,61750,
G61751,61751,63250
G61752,61752,59667
G61753,61753,68021
G61754,61754,68125
G61755,61755,72143
G61756,61756,53167
G61759,61759,66563
G61760,61760,55625
G61761,61761,52352
G61764,61764,51081
G61769,61769,60000
G61770,61770,58500
G61771,61771,60357
G61772,61772,50139
G61773,61773,45250
G61774,61774,65938
G61775,61775,56797
G61776,61776,77083
G61777,61777,48636
G61778,61778,62500
G61801,61801,26636
G61802,61802,45167
G61810,61810,60417
G61811,61811,52875
G61812,61812,53333
G61813,61813,57788
G61814,61814,66121
G61815,61815,61250
G61816,61816,66563
G61817,61817,63409
G61818,61818,52292
G61820,61820,22489
G61821,61821,52978
G61822,61822,76281
G61830,61830,63750
G61831,61831,52778
G61832,61832,35799
G61833,61833,42604
G61834,61834,59875
G61839,61839,44259
G61840,61840,60357
G61841,61841,55859
G61842,61842,55000
G61843,61843,62031
G61844,61844,56667
G61845,61845,68125
G61846,61846,40245
G61847,61847,68750
G61848,61848,51250
G61849,61849,54479
G61850,61850,53750
G61851,61851,49474
G61852,61852,46750
G61853,61853,74958
G61854,61854,61250
G61855,61855,79196
G61856,61856,75906
G61857,61857,40833
G61858,61858,54813
G61859,61859,77500
G61862,61862,66667
G61863,61863,71964
G61864,61864,75938
G61865,61865,49297
G61866,61866,39806
G61870,61870,51912
G61871,61871,66250
G61872,61872,78750
G61873,61873,71081
G61874,61874,63438
G61875,61875,88529
G61876,61876,42344
G61877,61877,56111
G61878,61878,51429
G61880,61880,70964
G61882,61882,54722
G61883,61883,46473
G61884,61884,77045
G61910,61910,50972
G61911,61911,53201
G61912,61912,54000
G61913,61913,52227
G61914,61914,44167
G61917,61917,62083
G61919,61919,56974
G61920,61920,32254
G61924,61924,53929
G61925,61925,61563
G61928,61928,52813
G61929,61929,50625
G61930,61930,50250
G61931,61931,49663
G61932,61932,47000
G61933,61933,37000
G61936,61936,
G61937,61937,52292
G61938,61938,41431
G61940,61940,36875
G61941,61941,
G61942,61942,51500
G61943,61943,48750
G61944,61944,44741
G61949,61949,50313
G61951,61951,47625
G61953,61953,51368
G61955,61955,30625
G61956,61956,47270
G61957,61957,51599
G62001,62001,68776
G62002,62002,40117
G62006,62006,62438
G62009,62009,37679
G62010,62010,60409
G62011,62011,45625
G62012,62012,65913
G62013,62013,44219
G62014,62014,60409
G62015,62015,50500
G62016,62016,46982
G62017,62017,41250
G62018,62018,40673
G62019,62019,44250
G62021,62021,61667
G62022,62022,54189
G62023,62023,48750
G62024,62024,44018
G62025,62025,72744
G62027,62027,48426
G62028,62028,67778
G62030,62030,22188
G62031,62031,48056
G62032,62032,44286
G62033,62033,42311
G62034,62034,69157
G62035,62035,61568
G62036,62036,65300
G62037,62037,40313
G62040,62040,46297
G62044,62044,48359
G62045,62045,41406
G62046,62046,74167
G62047,62047,57981
G62048,62048,41771
G62049,62049,53244
G62050,62050,33850
G62051,62051,46292
G62052,62052,52680
G62053,62053,38393
G62054,62054,51500
G62056,62056,47213
G62058,62058,42292
G62059,62059,12917
G62060,62060,21961
G62061,62061,64865
G62062,62062,81076
G62063,62063,57135
G62065,62065,
G62067,62067,57045
G62069,62069,48361
G62070,62070,
G62074,62074,77596
G62075,62075,43750
G62076,62076,43750
G62077,62077,39375
G62078,62078,27750
G62079,62079,53611
G62080,62080,43494
G62081,62081,47813
G62082,62082,38203
G62083,62083,51154
G62084,62084,44756
G62085,62085,40536
G62086,62086,37232
G62087,62087,41000
G62088,62088,50510
G62089,62089,41250
G62090,62090,19651
G62091,62091,62125
G62092,62092,38590
G62093,62093,27976
G62094,62094,42798
G62095,62095,42794
G62097,62097,68894
G62098,62098,
G62201,62201,14695
G62203,62203,27790
G62204,62204,16198
G62205,62205,23139
G62206,62206,28034
G62207,62207,17059
G62208,62208,60008
G62214,62214,54323
G62215,62215,72330
G62216,62216,80299
G62217,62217,38239
G62218,62218,87500
G62219,62219,42188
G62220,62220,51094
G62221,62221,58750
G62223,62223,54623
G62225,62225,53288
G62226,62226,49257
G62230,62230,68063
G62231,62231,52488
G62232,62232,43506
G62233,62233,46219
G62234,62234,51435
G62236,62236,66316
G62237,62237,52759
G62238,62238,40375
G62239,62239,43275
G62240,62240,55200
G62241,62241,46875
G62242,62242,51442
G62243,62243,73482
G62244,62244,77981
G62245,62245,66875
G62246,62246,49162
G62248,62248,49167
G62249,62249,67447
G62250,62250,51250
G62253,62253,32045
G62254,62254,74328
G62255,62255,60625
G62257,62257,52715
G62258,62258,70945
G62260,62260,74410
G62261,62261,94844
G62262,62262,40929
